M,N,n,rho,model,R2,MSE
15,5,1,0.2,linreg,-0.2320814554404793,3.9281476216151945
15,5,1,0.2,pcr,0.07160253688711882,2.959936025769217
15,5,1,0.2,pls,0.19876322271762226,2.5545196927805254
15,5,2,0.2,linreg,-0.2320814554404793,3.9281476216151945
15,5,2,0.2,pcr,0.17194353006490048,2.640026792527088
15,5,2,0.2,pls,0.5452668832318623,1.4497895437147235
10,5,1,0.2,linreg,-8.803354582695006,31.2553363691857
10,5,1,0.2,pcr,0.04665941786456862,3.0394677982612386
10,5,1,0.2,pls,0.07865814875514576,2.937448526293102
10,5,2,0.2,linreg,-8.803354582695006,31.2553363691857
10,5,2,0.2,pcr,0.11767683354526548,2.8130480358782015
10,5,2,0.2,pls,0.4610298232910425,1.7183601821089014
5,5,1,0.2,linreg,-1.2426936803531614,7.150515524869067
5,5,1,0.2,pcr,-0.6162245959941954,5.153106358917395
5,5,1,0.2,pls,-1.3473472869758867,7.484188930847317
5,5,2,0.2,linreg,-1.2426936803531614,7.150515524869067
5,5,2,0.2,pcr,-0.7169725109477125,5.474327012582352
5,5,2,0.2,pls,-1.431402909775934,7.752188542675549
50,5,1,0.5,linreg,0.8399504334318248,1.1774991470837537
50,5,1,0.5,pcr,0.4851898073226032,3.7875051822114374
50,5,1,0.5,pls,0.5595492826911226,3.240435791762758
50,5,2,0.5,linreg,0.8399504334318248,1.1774991470837537
50,5,2,0.5,pcr,0.6261308992340988,2.7505888126557156
50,5,2,0.5,pls,0.8239624811615971,1.2951239589809471
25,5,1,0.5,linreg,0.8129985184650024,1.3757753835961493
25,5,1,0.5,pcr,0.45003699848603873,4.046093930170046
25,5,1,0.5,pls,0.4434914858692409,4.094249458443351
25,5,2,0.5,linreg,0.8129985184650024,1.3757753835961493
25,5,2,0.5,pcr,0.46847223391295745,3.91046536250863
25,5,2,0.5,pls,0.8365221822551427,1.2027110992449568
15,5,1,0.5,linreg,0.7215694351750441,2.048374125222552
15,5,1,0.5,pcr,0.4529258568141449,4.024746780888483
15,5,1,0.5,pls,0.4458498736792347,4.076803783944787
15,5,2,0.5,linreg,0.7215694351750441,2.048374125222552
15,5,2,0.5,pcr,0.6828332949726925,2.333350407734401
15,5,2,0.5,pls,0.8171750185719273,1.345017425213339
10,5,1,0.5,linreg,0.5996080056692703,2.9457022746878248
10,5,1,0.5,pcr,0.4148928116541357,4.304660432902988
10,5,1,0.5,pls,0.38556969779862027,4.52039192705912
10,5,2,0.5,linreg,0.5996080056692703,2.9457022746878248
10,5,2,0.5,pcr,0.6801077426892461,2.353462015619
10,5,2,0.5,pls,0.7113094956389145,2.123909287443906
5,5,1,0.5,linreg,-0.5308183393848882,11.26318849676698
5,5,1,0.5,pcr,0.4466283947809968,4.0715011951350055
5,5,1,0.5,pls,0.6494321429537848,2.5793471068590477
5,5,2,0.5,linreg,-0.5308183393848882,11.26318849676698
5,5,2,0.5,pcr,0.6190505131773449,2.8028837697060123
5,5,2,0.5,pls,-0.0567250275384914,7.77498731769819
50,5,1,0.9,linreg,0.1405508325188709,1.1243228228690592
50,5,1,0.9,pcr,0.03004267397652083,1.2688884929092534
50,5,1,0.9,pls,0.03360182372331588,1.2642324487338215
50,5,2,0.9,linreg,0.1405508325188709,1.1243228228690592
50,5,2,0.9,pcr,0.17841911723534443,1.0747839107604853
50,5,2,0.9,pls,0.2125355001193201,1.0301531991820305
25,5,1,0.9,linreg,0.03370302560559635,1.2641786088866307
25,5,1,0.9,pcr,-0.0026082783647638497,1.3116836461127677
25,5,1,0.9,pls,0.0005219309916771886,1.3075884830163194
25,5,2,0.9,linreg,0.03370302560559635,1.2641786088866307
25,5,2,0.9,pcr,0.12163388994894786,1.1491411817711796
25,5,2,0.9,pls,0.11089100897449833,1.1631957847406504
15,5,1,0.9,linreg,-0.9384279077871296,2.5359710541960196
15,5,1,0.9,pcr,0.00772771954707796,1.2981518533657137
15,5,1,0.9,pls,0.01511948587460954,1.2884814883391391
15,5,2,0.9,linreg,-0.9384279077871296,2.5359710541960196
15,5,2,0.9,pcr,0.11645122644920358,1.1559130497935821
15,5,2,0.9,pls,0.0990533612111626,1.1786740111227254
10,5,1,0.9,linreg,-1.2906952553551307,2.9968549445542854
10,5,1,0.9,pcr,-0.13562288182690185,1.4857048490390827
10,5,1,0.9,pls,-0.17936807910362518,1.5429355131585343
10,5,2,0.9,linreg,-1.2906952553551307,2.9968549445542854
10,5,2,0.9,pcr,-0.03221028555895655,1.3504129328707135
10,5,2,0.9,pls,-0.2171180194343969,1.592322743988313
5,5,1,0.9,linreg,-12.64714613655841,17.853841876780415
5,5,1,0.9,pcr,-0.5200475144115579,1.9885980333131386
5,5,1,0.9,pls,-0.6300557755058589,2.1325160421821
5,5,2,0.9,linreg,-12.64714613655841,17.853841876780415
5,5,2,0.9,pcr,-0.24093541858712464,1.6234503918295469
5,5,2,0.9,pls,-0.4477418469103853,1.8940043401377717
50,5,1,0.99,linreg,-0.012507497306441406,1.1453765063828947
50,5,1,0.99,pcr,-0.04541443251197985,1.1826017423260913
50,5,1,0.99,pls,-0.04542041068218006,1.1826085049976929
50,5,2,0.99,linreg,-0.012507497306441406,1.1453765063828947
50,5,2,0.99,pcr,-0.04990305195917788,1.1876793928863005
50,5,2,0.99,pls,-0.017846189623650588,1.1514157829030245
25,5,1,0.99,linreg,-0.0071092290800209845,1.1393348441814615
25,5,1,0.99,pcr,0.036253256828975844,1.0902792008610462
25,5,1,0.99,pls,0.03643675774010735,1.0900716077063473
25,5,2,0.99,linreg,-0.0071092290800209845,1.1393348441814615
25,5,2,0.99,pcr,0.03231113079301451,1.094738897409581
25,5,2,0.99,pls,0.006481900470720725,1.1239593049431906
15,5,1,0.99,linreg,-0.47298532054958153,1.6663649141107892
15,5,1,0.99,pcr,-0.042701746645154026,1.1795919363563243
15,5,1,0.99,pls,0.006185104695216825,1.1242870173605604
15,5,2,0.99,linreg,-0.47298532054958153,1.6663649141107892
15,5,2,0.99,pcr,-0.2051925382879587,1.3634151899096119
15,5,2,0.99,pls,-0.38353657681899844,1.5651729700469355
10,5,1,0.99,linreg,-2.031604375028092,3.42971948725048
10,5,1,0.99,pcr,-0.17321239806591926,1.3272805176939568
10,5,1,0.99,pls,-0.26803736884795826,1.4345580545810392
10,5,2,0.99,linreg,-2.031604375028092,3.42971948725048
10,5,2,0.99,pcr,-0.25940334988503033,1.4247902025043084
10,5,2,0.99,pls,-0.39574874856699727,1.5790406959751608
5,5,1,0.99,linreg,-11.607016348396755,14.262548049010455
5,5,1,0.99,pcr,-1.1935992528482404,2.481658933360562
5,5,1,0.99,pls,-1.295293974125041,2.596708030502849
5,5,2,0.99,linreg,-11.607016348396755,14.262548049010455
5,5,2,0.99,pcr,-0.8069462110689065,2.0442312792451536
5,5,2,0.99,pls,-0.9416326754777202,2.1966045384760213
